"","thrs","FPR","TPR","tIerr","tIIerr","group"
"93",0.92,0,0.00336215177713737,NA,NA,"train"
"94",0.93,0,0.00288184438040346,NA,NA,"train"
"95",0.94,0,0.00240153698366955,NA,NA,"train"
"96",0.95,0,0.00144092219020173,NA,NA,"train"
"97",0.96,0,0.00048030739673391,NA,NA,"train"
"98",0.97,0,0.00048030739673391,NA,NA,"train"
"99",0.98,0,0.00048030739673391,NA,NA,"train"
"100",0.99,0,0,NA,NA,"train"
"101",1,0,0,0,1,"train"
"102",0,1,1,0,1,"test"
"103",0.01,1,0.995412844036697,NA,NA,"test"
"104",0.02,1,0.990825688073395,NA,NA,"test"
"105",0.03,1,0.972477064220184,NA,NA,"test"
"106",0.04,1,0.963302752293578,NA,NA,"test"
"107",0.05,1,0.94954128440367,NA,NA,"test"
"108",0.06,0.998927038626609,0.935779816513762,NA,NA,"test"
"109",0.07,0.997854077253219,0.922018348623853,NA,NA,"test"
"110",0.08,0.997854077253219,0.912844036697248,NA,NA,"test"
"111",0.09,0.996781115879828,0.871559633027523,NA,NA,"test"
"112",0.1,0.995708154506438,0.857798165137615,NA,NA,"test"
"113",0.11,0.994635193133047,0.825688073394495,NA,NA,"test"
"114",0.12,0.993562231759657,0.793577981651376,NA,NA,"test"
"115",0.13,0.989270386266094,0.76605504587156,NA,NA,"test"
"116",0.14,0.974248927038627,0.715596330275229,NA,NA,"test"
"117",0.15,0.952789699570815,0.678899082568807,NA,NA,"test"
"118",0.16,0.908798283261803,0.651376146788991,NA,NA,"test"
"119",0.17,0.824034334763948,0.600917431192661,NA,NA,"test"
"120",0.18,0.65450643776824,0.564220183486238,NA,NA,"test"
"121",0.19,0.475321888412017,0.545871559633027,NA,NA,"test"
"122",0.2,0.259656652360515,0.513761467889908,NA,NA,"test"
"123",0.21,0.130901287553648,0.458715596330275,NA,NA,"test"
"124",0.22,0.0568669527896996,0.426605504587156,NA,NA,"test"
"125",0.23,0.0332618025751073,0.394495412844037,NA,NA,"test"
"126",0.24,0.0160944206008584,0.357798165137615,NA,NA,"test"
"127",0.25,0.0107296137339056,0.31651376146789,NA,NA,"test"
"128",0.26,0.00643776824034335,0.26605504587156,NA,NA,"test"
"129",0.27,0.00429184549356223,0.252293577981651,NA,NA,"test"
"130",0.28,0.00214592274678112,0.243119266055046,NA,NA,"test"
"131",0.29,0.00214592274678112,0.238532110091743,NA,NA,"test"
"132",0.3,0.00214592274678112,0.220183486238532,NA,NA,"test"
"133",0.31,0.00107296137339056,0.201834862385321,NA,NA,"test"
"134",0.32,0.00107296137339056,0.188073394495413,NA,NA,"test"
"135",0.33,0.00107296137339056,0.174311926605505,NA,NA,"test"
"136",0.34,0.00107296137339056,0.155963302752294,NA,NA,"test"
"137",0.35,0.00107296137339056,0.123853211009174,NA,NA,"test"
"138",0.36,0.00107296137339056,0.100917431192661,NA,NA,"test"
"139",0.37,0,0.0963302752293578,NA,NA,"test"
"140",0.38,0,0.0825688073394495,NA,NA,"test"
"141",0.39,0,0.0779816513761468,NA,NA,"test"
"142",0.4,0,0.073394495412844,NA,NA,"test"
"143",0.41,0,0.0642201834862385,NA,NA,"test"
"144",0.42,0,0.0596330275229358,NA,NA,"test"
"145",0.43,0,0.055045871559633,NA,NA,"test"
"146",0.44,0,0.055045871559633,NA,NA,"test"
"147",0.45,0,0.055045871559633,NA,NA,"test"
"148",0.46,0,0.055045871559633,NA,NA,"test"
"149",0.47,0,0.055045871559633,NA,NA,"test"
"150",0.48,0,0.0504587155963303,NA,NA,"test"
"151",0.49,0,0.0504587155963303,NA,NA,"test"
"152",0.5,0,0.0458715596330275,NA,NA,"test"
"153",0.51,0,0.036697247706422,NA,NA,"test"
"154",0.52,0,0.036697247706422,NA,NA,"test"
"155",0.53,0,0.036697247706422,NA,NA,"test"
"156",0.54,0,0.0321100917431193,NA,NA,"test"
"157",0.55,0,0.0275229357798165,NA,NA,"test"
"158",0.56,0,0.0275229357798165,NA,NA,"test"
"159",0.57,0,0.0275229357798165,NA,NA,"test"
"160",0.58,0,0.0275229357798165,NA,NA,"test"
"161",0.59,0,0.0229357798165138,NA,NA,"test"
"162",0.6,0,0.0229357798165138,NA,NA,"test"
"163",0.61,0,0.0229357798165138,NA,NA,"test"
"164",0.62,0,0.0229357798165138,NA,NA,"test"
"165",0.63,0,0.018348623853211,NA,NA,"test"
"166",0.64,0,0.018348623853211,NA,NA,"test"
"167",0.65,0,0.018348623853211,NA,NA,"test"
"168",0.66,0,0.018348623853211,NA,NA,"test"
"169",0.67,0,0.018348623853211,NA,NA,"test"
"170",0.68,0,0.018348623853211,NA,NA,"test"
"171",0.69,0,0.018348623853211,NA,NA,"test"
"172",0.7,0,0.0137614678899083,NA,NA,"test"
"173",0.71,0,0.00917431192660551,NA,NA,"test"
"174",0.72,0,0.00917431192660551,NA,NA,"test"
"175",0.73,0,0.00917431192660551,NA,NA,"test"
"176",0.74,0,0.00917431192660551,NA,NA,"test"
"177",0.75,0,0.00917431192660551,NA,NA,"test"
"178",0.76,0,0.00917431192660551,NA,NA,"test"
"179",0.77,0,0.00917431192660551,NA,NA,"test"
"180",0.78,0,0.00917431192660551,NA,NA,"test"
"181",0.79,0,0.00917431192660551,NA,NA,"test"
"182",0.8,0,0.00917431192660551,NA,NA,"test"
"183",0.81,0,0.00917431192660551,NA,NA,"test"
"184",0.82,0,0.00917431192660551,NA,NA,"test"
"185",0.83,0,0.00917431192660551,NA,NA,"test"
"186",0.84,0,0.00917431192660551,NA,NA,"test"
"187",0.85,0,0.00917431192660551,NA,NA,"test"
"188",0.86,0,0.00917431192660551,NA,NA,"test"
"189",0.87,0,0.00917431192660551,NA,NA,"test"
"190",0.88,0,0.00458715596330275,NA,NA,"test"
"191",0.89,0,0.00458715596330275,NA,NA,"test"
"192",0.9,0,0.00458715596330275,NA,NA,"test"
"193",0.91,0,0,NA,NA,"test"
"194",0.92,0,0,NA,NA,"test"
"195",0.93,0,0,NA,NA,"test"
"196",0.94,0,0,NA,NA,"test"
"197",0.95,0,0,NA,NA,"test"
"198",0.96,0,0,NA,NA,"test"
"199",0.97,0,0,NA,NA,"test"
"200",0.98,0,0,NA,NA,"test"
"201",0.99,0,0,NA,NA,"test"
"202",1,0,0,0,1,"test"
