,thrs,FPR,TPR,group
1,0,1,1,train
2,0.01,1,0.999033816425121,train
3,0.02,0.99987922705314,0.993719806763285,train
4,0.03,0.99987922705314,0.986473429951691,train
5,0.04,0.99963768115942,0.980193236714976,train
6,0.05,0.9993961352657,0.973913043478261,train
7,0.06,0.999275362318841,0.965700483091787,train
8,0.07,0.998429951690821,0.953623188405797,train
9,0.08,0.998067632850242,0.940579710144928,train
10,0.09,0.996135265700483,0.919323671497585,train
11,0.1,0.993840579710145,0.892753623188406,train
12,0.11,0.989734299516908,0.872463768115942,train
13,0.12,0.984057971014493,0.846859903381643,train
14,0.13,0.970410628019324,0.814492753623188,train
15,0.14,0.945893719806763,0.785507246376812,train
16,0.15,0.902415458937198,0.748792270531401,train
17,0.16,0.823550724637681,0.714492753623188,train
18,0.17,0.708937198067633,0.672463768115942,train
19,0.18,0.555434782608696,0.628985507246377,train
20,0.19,0.389734299516908,0.584541062801932,train
21,0.2,0.258454106280193,0.538164251207729,train
22,0.21,0.165338164251208,0.501932367149758,train
23,0.22,0.106884057971014,0.47487922705314,train
24,0.23,0.0679951690821256,0.43768115942029,train
25,0.24,0.0445652173913043,0.406763285024155,train
26,0.25,0.0288647342995169,0.380193236714976,train
27,0.26,0.018719806763285,0.355555555555556,train
28,0.27,0.0134057971014493,0.334299516908213,train
29,0.28,0.00929951690821256,0.307729468599034,train
30,0.29,0.00688405797101449,0.28695652173913,train
31,0.3,0.00543478260869565,0.272463768115942,train
32,0.31,0.00422705314009662,0.259420289855072,train
33,0.32,0.003743961352657,0.245893719806763,train
34,0.33,0.00314009661835749,0.232367149758454,train
35,0.34,0.00277777777777778,0.222222222222222,train
36,0.35,0.00241545893719807,0.205797101449275,train
37,0.36,0.00205314009661836,0.194202898550725,train
38,0.37,0.00157004830917874,0.184057971014493,train
39,0.38,0.00132850241545894,0.175845410628019,train
40,0.39,0.000845410628019324,0.166183574879227,train
41,0.4,0.000845410628019324,0.160869565217391,train
42,0.41,0.000845410628019324,0.15024154589372,train
43,0.42,0.000845410628019324,0.145410628019324,train
44,0.43,0.000603864734299517,0.140096618357488,train
45,0.44,0.000603864734299517,0.134299516908213,train
46,0.45,0.000483091787439614,0.128019323671498,train
47,0.46,0.00036231884057971,0.121256038647343,train
48,0.47,0.00036231884057971,0.11207729468599,train
49,0.48,0.00036231884057971,0.105314009661836,train
50,0.49,0.000241545893719807,0.1,train
51,0.5,0.000120772946859903,0.0951690821256039,train
52,0.51,0.000120772946859903,0.091304347826087,train
53,0.52,0.000120772946859903,0.0864734299516908,train
54,0.53,0.000120772946859903,0.0830917874396135,train
55,0.54,0.000120772946859903,0.0816425120772947,train
56,0.55,0.000120772946859903,0.0777777777777778,train
57,0.56,0.000120772946859903,0.0734299516908213,train
58,0.57,0.000120772946859903,0.0710144927536232,train
59,0.58,0.000120772946859903,0.0676328502415459,train
60,0.59,0.000120772946859903,0.0623188405797101,train
61,0.6,0.000120772946859903,0.0589371980676328,train
62,0.61,0.000120772946859903,0.0579710144927536,train
63,0.62,0.000120772946859903,0.0545893719806763,train
64,0.63,0.000120772946859903,0.0502415458937198,train
65,0.64,0.000120772946859903,0.0483091787439614,train
66,0.65,0,0.0468599033816425,train
67,0.66,0,0.0444444444444444,train
68,0.67,0,0.042512077294686,train
69,0.68,0,0.0400966183574879,train
70,0.69,0,0.0386473429951691,train
71,0.7,0,0.0367149758454106,train
72,0.71,0,0.0352657004830918,train
73,0.72,0,0.0338164251207729,train
74,0.73,0,0.0309178743961353,train
75,0.74,0,0.029951690821256,train
76,0.75,0,0.0280193236714976,train
77,0.76,0,0.0260869565217391,train
78,0.77,0,0.0231884057971014,train
79,0.78,0,0.0222222222222222,train
80,0.79,0,0.0207729468599034,train
