"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178"
"1",-0.000958465765021687,-0.000443820283974149,0.00197116487595194,0.00103415485015403,-0.00531730302544577,0.000953283917679071,0.00601190055032905,-0.0014726464633695,-0.0047818562201461,0.000629287952973744,0.0034347135843683,0.00162522762374596,-0.0033586060174429,-0.000188286292973138,0.00157845108440389,-0.000381930966010706,0.0007363781680015,-0.000834274290454389,-0.000444618465858922,2.98389611366002e-05,0.000755998123716905,0.000445847563747539,0.000577183279130699,-0.00280107137686458,9.44139741340033e-05,0.00353791536215234,-0.00233426962354945,0.00112312042568259,-0.000638812541802866,0.00119652813983002,-0.000656468265803399,-5.44492684491153e-05,-0.00109718107918094,0.000845365361110168,0.00117012713944553,-3.5421944459744e-05,-0.00155898710232743,0.000519252237888578,0.00122529020543161,4.47027227841581e-05,-0.00236357063239987,0.00147943145493603,-0.00103364973578206,0.00210136834349388,0.000264171664611442,-0.000671301149592844,-0.000967038783877403,-0.000343729552542821,0.0024877154848193,-0.00280562206892467,0.0034032898202276,-0.0025756323072194,-7.6116936456943e-05,0.00050370447265676,0.000789806412890989,-0.00144438139609788,0.000600297121639997,0.00159021422760698,0.000900626696409801,-0.00307175428380926,0.000633406115613689,-0.000414274550397388,-0.000280171367629998,0.00384563104374901,-0.00372498083447151,0.000500377424796396,-0.000724030189837666,0.00207029042461856,-9.9140710119525e-05,-0.000271457662229009,-0.0023999932875872,0.00296694110734754,2.23440549772996e-05,-0.000701649177922502,-0.000264392897423882,-0.00025318455101445,0.00102915592239363,-0.000787249545419291,-0.00101240061990055,0.00138294367436862,0.000916968797120961,-0.00145009742537188,-0.00102730614467938,0.000564955252556229,0.00181922892531071,-0.00233302874306537,0.000760760724992336,-0.000834580672275148,0.001771079572465,-0.000436448874606925,-0.00244776342464609,0.0032362715346103,-0.00211771624485988,0.00179773666518078,0.000443204721258499,-0.00161390149424332,0.000528400697914364,0.00061422555177146,0.00225159506361974,-0.00403340757404417,-0.000122995225648575,0.00274255374946324,-0.00113711547596663,-0.00040644071242866,0.00196958015231696,-0.00121636472796654,-0.00243484064592496,0.00290948858410128,-0.000302656270755943,-0.000525833967082047,-0.00210388567717705,0.00217463473737278,0.00147673408580427,-0.0017526380770682,0.000211043366813192,-0.000788939244930822,0.00073348068602651,0.000849996828034966,-0.00274197658729688,0.00154171668854054,0.000636987454469157,0.000822294609912949,-0.00126762800584916,-0.000244225608419394,-0.000494141331238323,-0.00111464770630011,0.00295013756098354,-0.00184778218628493,0.000212840452133256,-0.00199537350083073,0.00299859057840618,0.00167347558066554,-0.00361069169143369,-0.000416710273806512,0.00165738981445532,-0.000956538554994267,0.00180487398068372,0.000564674711331901,-0.00307490275634772,0.00150162736293646,0.000300507584532325,-4.85592849899758e-05,0.000781474229183332,-0.00155858899749833,0.00088371088416392,-0.000668677753547209,0.000153059038588358,0.00193842966210518,-0.00250761937955203,0.00117494300996031,-0.000909689710936842,0.00166375879176516,-0.000585949709268945,-0.000779040935791844,0.00117474590498112,0.000213415053225833,-0.00231556300055646,0.0046783950575981,-0.00367807526789945,0.000618474025843282,0.00132833443336845,-0.00034638819932772,-0.000268610890322663,-0.00100366993686332,0.00102218081817037,0.000527788226735869,-0.000145776108556915,-0.000939223637060575,-0.00109701376441435,0.00330778121405034,-0.000427554442651373,-0.00161777914163377,-0.00139576797856614,0.00283680347737695,-0.00149800402296448,-0.000377348251081648,0.0017094585840825,-0.00150932045322349
